VisitID,VisitDateRaw,RepID,RepNameRaw,DoctorID,DoctorNameRaw,SpecialtyRaw,TerritoryRaw,DoctorClass,VisitStatus,Outcome,VisitType,SamplesGiven,FollowUpRequired,DurationMin
V0002234,2025-04-18,R008,Yara Emad,D0185,Dr. Nour Nabil,PEDIA,Shubra El Kheima,B,Completed,Sample Accepted,Educational,0,Yes,20
V0002235,2025-04-18,R008,Yara Emad,D0194,Dr. Rana Adel,Pedia,Shubra El Kheima,A,Completed,Interested,Routine,1,Yes,25
V0002236,2025-04-18,R008,Yara Emad,D0205,Dr. Mina Saad,Pedia,Shubra El Kheima,B,Completed,Sample Accepted,Educational,2,Yes,24
V0002237,2025-04-18,R008,Yara Emad,D0211,Dr. Mostafa Nabil,Internal,Shubra El Kheima,B,Completed,Follow-up,Routine,1,No,15
V0002238,2025-04-18,R009,Hossam Ali,D0233,Dr. Mina Hassan,Internal,Qalyub,B,Cancelled,Not Applicable,Follow-up,0,No,0
V0002239,2025-04-18,R009,Hossam Ali,D0224,Dr. Aya Nabil,Pedia, Qalyub,B,Completed,Follow-up,Routine,0,Yes,26
V0002240,2025-04-18,R010,Rana Ashraf,D0246,Dr. Mostafa Wael,Internal,Maadi,C,Completed,Interested,Educational,3,No,10
V0002241,2025-04-18,R010,Rana Ashraf,D0252,Dr. Mostafa Ali,Internal,Maadi,C,Completed,Sample Accepted,Follow-up,1,No,12
V0002242,2025-04-18,R010,Rana Ashraf,D0259,Dr. Mostafa Samir,Internal,Maadi,C,Completed,Not Available,Follow-up,0,No,32
V0002243,2025-04-18,R010,Rana Ashraf,D0248,Dr. Nour Fathy,Internal,Maadi,A,Completed,No Interest,Follow-up,0,No,18
V0002244,2025-04-18,R011,Mohamed Saad,D0306,Dr. Mariam Fathy,Pedia,Nasr City,C,Completed,Interested,Follow-up,2,No,23
V0002245,2025-04-18,R011,Mohamed Saad,D0292,Dr. Sara Adel,Internal,Nasr City,B,Completed,Follow-up,Routine,2,No,27
V0002246,2025-04-18,R011,Mohamed Saad,D0284,Dr. Mahmoud Adel,Gyna,Nasr City,B,Completed,Sample Accepted,Launch,0,No,19
V0002247,2025-04-18,R011,Mohamed Saad,D0291,Dr. Nour Ali,Internal,Nasr City,A,Completed,Interested,Routine,1,Yes,15
V0002248,2025-04-21,R001,Ahmed Hassan,D0016,Dr. Aya Hassan,Internal,Shebin El-Kom,C,Completed,Interested,Launch,2,Yes,16
V0002249,2025-04-21,R001,Ahmed Hassan,D0026,Dr. Mostafa Ali,Internal,Shebin El-Kom,B,Rescheduled,Not Applicable,Launch,0,No,0
V0002250,2025-04-21,R001,Ahmed Hassan,D0023,Dr. Nour Emad,Gyna,Shebin El-Kom,C,Cancelled,Not Applicable,Follow-up,0,No,0
V0002251,2025-04-21,R002,Mona Samir,D0031,Dr. Rana Ali,Internal,Menouf,B,Completed,Follow-up,Educational,0,Yes,9
V0002252,2025-04-21,R002,Mona Samir,D0048,Dr. Mohamed Emad,Pedia,Menouf,C,Completed,No Interest,Routine,1,No,19
V0002253,2025-04-21,R002,Mona Samir,D0043,Dr. Mahmoud Nabil,Internal,Menouf,A,Completed,Follow-up,Follow-up,0,No,5
V0002254,2025-04-21,R002,Mona Samir,D0033,Dr. Ahmed Wael,Pedia,Menouf,C,Completed,No Interest,Routine,2,No,27
V0002255,2025-04-21,R003,Karim Hany,D0064,Dr. Mahmoud Hassan,Gyna,Ashmoun,B,Completed,Sample Accepted,Follow-up,1,Yes,9
V0002256,2025-04-21,R003,Karim Hany,D0062,Dr. Mina Saad,Internal,Ashmoun,A,Cancelled,Not Applicable,Educational,0,No,0
V0002257,2025-04-21,R003,Karim Hany,D0060,Dr. Sara Wael,Pedia,Ashmoun,C,Cancelled,Not Applicable,Educational,0,No,0
V0002258,2025-04-21,R003,Karim Hany,D0052,Dr. Sara Tarek,Internal,Ashmoun,B,Rescheduled,Not Applicable,Routine,0,No,0
V0002259,2025-04-21,R004,Sara Mostafa,D0097,Dr. Nour Nabil,Gyna,Sadat City,C,Completed,Follow-up,Follow-up,1,Yes,24
V0002260,2025-04-21,R004,Sara Mostafa,D0094,Dr. Aya Samir,Internal,Sadat City,A,Completed,Sample Accepted,Follow-up,3,No,18
V0002261,2025-04-21,R004,Sara Mostafa,D0079,Dr. Nour Emad,Pedia,Sadat City,B,Completed,Follow-up,Educational,2,Yes,13
V0002262,2025-04-21,R005,Mahmoud Tarek,D0116,Dr. Mohamed Hassan,Internal,Tanta,C,Completed,Interested,Follow-up,1,No,13
V0002263,2025-04-21,R005,Mahmoud Tarek,D0125,Dr. Mahmoud Tarek,Internal,Tanta,B,Completed,No Interest,Follow-up,0,No,5
V0002264,2025-04-21,R007,Mostafa Adel,D0179,Dr. Mariam Wael,Pedia,Benha,B,Completed,Interested,Launch,0,No,17
V0002265,2025-04-21,R007,Mostafa Adel,D0171,Dr. Mina Nabil,Gyna,Benha,C,Completed,Not Available,Follow-up,1,No,19
V0002266,2025-04-21,R009,Hossam Ali,D0221,Dr. Nour Ali,Gyna,Qalyub,C,Completed,Not Available,Educational,0,No,9
V0002267,2025-04-21,R009,Hossam Ali,D0222,Dr. Mostafa Ali,Gyna,Qalyub ,B,Cancelled,Not Applicable,Routine,0,No,0
V0002268,2025-04-21,R010,Rana Ashraf,D0261,DR. MINA WAEL,Gyna,Maadi,C,Completed,Interested,Launch,2,No,17
V0002269,2025-04-21,R010,Rana Ashraf,D0242,Dr. Mariam Emad,Gyna,Maadi,C,Completed,Interested,Launch,0,Yes,22
V0002270,2025-04-21,R010,Rana Ashraf,D0247,Dr. Aya Nabil,Internal,Maadi,B,Completed,Sample Accepted,Routine,0,Yes,12
V0002271,2025-04-21,R011,Mohamed Saad,D0305,Dr. Ahmed Adel,Internal,Nasr City,C,Completed,Follow-up,Launch,1,No,21
V0002272,2025-04-21,R011,Mohamed Saad,D0288,Dr. Ahmed Wael,Pedia,Nasr City,B,Completed,Sample Accepted,Launch,1,Yes,19
V0002273,2025-04-21,R012,Nourhan Atef,D0334,Dr. Mina Saad,Gyna,Heliopolis,B,Completed,Sample Accepted,Launch,0,Yes,30
V0002274,2025-04-21,R012,Nourhan Atef,D0310,Dr. Mohamed Fathy,Internal,Heliopolis,C,Completed,Sample Accepted,Educational,1,Yes,16
V0002275,2025-04-21,R012,Nourhan Atef,D0318,Dr. Ahmed Nabil,Internal,Heliopolis,B,Completed,Follow-up,Launch,1,Yes,15
V0002276,2025-04-21,R013,Khaled Ibrahim,D0020,Dr. Aya Emad,Internal,Shebin El-Kom,B,Completed,Interested,Follow-up,1,No,6
V0002277,2025-04-21,R013,Khaled Ibrahim,D0026,Dr. Mostafa Ali,Internal,SHEBIN EL-KOM,B,Completed,Not Available,Routine,1,No,25
V0002278,2025-04-22,R001,Ahmed Hassan,D0010,Dr. Aya Saad,Internal Med,Shebin El-Kom,C,Completed,Not Available,Educational,1,No,20
V0002279,2025-04-22,R001,Ahmed Hassan,D0015,Dr. Aya Tarek,Pedia,Shebin El-Kom,B,Completed,Follow-up,Routine,0,Yes,9
V0002280,2025-04-22,R001,Ahmed Hassan,D0008,Dr. Mahmoud Nabil,Pedia,Shebin El-Kom,C,Completed,Sample Accepted,Launch,0,No,18
V0002281,2025-04-22,R001,Ahmed Hassan,D0003,Dr. Mina Saad,Pedia,Shebin El-Kom,B,Completed,Sample Accepted,Routine,1,No,14
V0002282,2025-04-22,R002,Mona Samir,D0029,Dr. Nour Saad,Internal,Menouf,A,Completed,Sample Accepted,Follow-up,3,Yes,21
V0002283,2025-04-22,R002,Mona Samir,D0032,Dr. Mostafa Fathy,Pediatrics,Menouf,C,Cancelled,Not Applicable,Launch,0,No,0
V0002284,2025-04-22,R002,Mona Samir,D0031,Dr. Rana Ali,Internal,Menouf,B,Completed,Follow-up,Follow-up,0,Yes,32
V0002285,2025-04-22,R002,Mona Samir,D0036,Dr. Sara Wael,Internal,Menouf,A,Completed,Interested,Educational,1,No,5
V0002286,2025-04-22,R003,Karim Hany,D0064,Dr. Mahmoud Hassan,Gyna,Ashmoun,B,Completed,Sample Accepted,Educational,0,Yes,26
V0002287,2025-04-22,R003,Karim Hany,D0057,Dr. Mahmoud Nabil,Pedia,Ashmoun,C,Completed,Interested,Routine,0,Yes,19
V0002288,2025-04-22,R003,Karim Hany,D0052,Dr. Sara Tarek,Internal,Ashmoun,B,Cancelled,Not Applicable,Educational,0,No,0
V0002289,2025-04-22,R004,Sara Mostafa,D0100,Dr. Sara Tarek,internal ,Sadat City,C,Completed,No Interest,Follow-up,1,No,16
V0002290,2025-04-22,R004,Sara Mostafa,D0086,Dr. Mostafa Tarek,Pedia,Sadat City,C,Completed,Interested,Follow-up,1,Yes,11
V0002291,2025-04-22,R004,Sara Mostafa,D0099,Dr. Nour Emad,Pedia,Sadat City,B,Completed,Interested,Follow-up,0,No,21
V0002292,2025-04-22,R005,Mahmoud Tarek,D0111,Dr. Sara Fathy,Internal,Tanta,A,Completed,Sample Accepted,Routine,2,Yes,5
V0002293,2025-04-22,R005,Mahmoud Tarek,D0104,Dr. Sara Emad,Pedia,Tanta,C,Completed,Not Available,Follow-up,1,No,14
V0002294,2025-04-22,R005,Mahmoud Tarek,D0117,Dr. Nour Saad,Internal Med,Tanta,B,Completed,Sample Accepted,Educational,0,Yes,8
V0002295,2025-04-22,R005,Mahmoud Tarek,D0114,Dr. Mariam Emad,Pedia,Tanta,A,Completed,No Interest,Follow-up,0,No,26
V0002296,2025-04-22,R006,Nada Wael,D0143,Dr. Nour Fathy,Internal,El Mahalla El Kubra,A,Completed,Follow-up,Educational,0,No,28
V0002297,2025-04-22,R006,Nada Wael,D0153,Dr. Mahmoud Hassan,Internal,El Mahalla El Kubra,B,Rescheduled,Not Applicable,Follow-up,0,No,0
V0002298,2025-04-22,R007,Mostafa Adel,D0164,Dr. Mina Hassan,Gyna,Benha,B,Completed,Interested,Launch,0,No,17
V0002299,2025-04-22,R007,Mostafa Adel,D0160,Dr. Mostafa Saad,Internal,Benha,C,Completed,Interested,Routine,1,No,21
V0002300,2025-04-22,R007,Mostafa Adel,D0182,Dr. Sara Wael,Internal,Benha,A,Completed,No Interest,Launch,2,No,17
V0002301,2025-04-22,R008,Yara Emad,D0205,Dr. Mina Saad,PEDIA,Shubra El Kheima,B,Completed,Follow-up,Launch,1,Yes,22
V0002302,2025-04-22,R008,Yara Emad ,D0191,Dr. Mina Adel,Gyna,Shubra El Kheima,B,Completed,Interested,Launch,1,Yes,18
V0002303,2025-04-22,R008,Yara Emad,D0215,Dr. Mohamed Saad,Internal,Shubra El Kheima,C,Completed,Interested,Routine,2,Yes,12
V0002304,2025-04-22,R009,Hossam Ali,D0240,Dr. Mostafa Samir,Pedia,Qalyub,B,Completed,Follow-up,Educational,1,Yes,20
V0002305,2025-04-22,R009,Hossam Ali,D0221,Dr. Nour Ali,Gyna,Qalyub,C,Completed,Sample Accepted,Educational,0,Yes,17
V0002306,2025-04-22,R010,Rana Ashraf,D0249,Dr. Nour Tarek,Internal,Maadi,B,Completed,No Interest,Educational,0,No,14
V0002307,2025-04-22,R010,Rana Ashraf,D0257,Dr. Rana Emad,Internal,Maadi,C,Completed,Follow-up,Educational,1,Yes,26
V0002308,04/22/2025,R010,Rana Ashraf,D0247,Dr. Aya Nabil,Internal,Maadi,B,Completed,Sample Accepted,Follow-up,1,Yes,16
V0002309,2025-04-22,R010,Rana Ashraf,D0255,Dr. Mohamed Fathy,Internal,Maadi,C,Rescheduled,Not Applicable,Educational,0,No,0
V0002310,22/04/2025,R011,Mohamed Saad,D0303,Dr. Ahmed Saad,Gyna,Nasr City,B,Completed,Interested,Routine,2,Yes,22
V0002311,2025-04-22,R011,Mohamed Saad,D0275,Dr. Mostafa Saad,Pedia,Nasr City,B,Completed,Not Available,Launch,1,No,17
V0002312,2025-04-22,R011,Mohamed Saad,D0304,Dr. Mostafa Adel,Pedia,Nasr City,B,Completed,No Interest,Educational,2,No,7
V0002313,2025-04-22,R011,Mohamed Saad,D0282,Dr. Aya Adel,Gyna,Nasr City,B,Rescheduled,Not Applicable,Launch,0,No,0
V0002314,2025-04-22,R012,Nourhan Atef,D0333,Dr.  Sara  Nabil,Gyna,Heliopolis,A,Cancelled,Not Applicable,Educational,0,No,0
V0002315,2025-04-22,R012,Nourhan Atef,D0327,Dr. Aya Adel,Pedia,Heliopolis,B,Completed,Interested,Routine,0,No,14
V0002316,2025-04-22,R012,Nourhan Atef,D0320,Dr. Mariam Saad,Internal,Heliopolis,B,Completed,Sample Accepted,Launch,2,Yes,16
V0002317,2025-04-22,R012,Nourhan Atef,D0323,Dr. Ahmed Tarek,Pedia,Heliopolis,B,Completed,Interested,Routine,0,No,18
V0002318,2025-04-22,R013,Khaled Ibrahim,D0002,Dr. Rana Ali,Internal,Shebin El-Kom,A,Cancelled,Not Applicable,Launch,0,No,0
V0002319,2025-04-22,R013,Khaled Ibrahim,D0003,Dr. Mina Saad,Pedia,Shebin El-Kom,B,Rescheduled,Not Applicable,Launch,0,No,0
V0002320,2025-04-22,R013,Khaled Ibrahim,D0021,Dr. Mostafa Ali,Gyna,Shebin El-Kom,C,Completed,Follow-up,Follow-up,2,Yes,6
V0002321,2025-04-23,R001,Ahmed Hassan,D0012,Dr. Aya Emad,Pedia,Shebin El-Kom,B,Completed,Not Available,Routine,0,No,24
V0002322,2025-04-23,R001,Ahmed Hassan,D0016,Dr. Aya Hassan,Internal,Shebin El-Kom,C,Rescheduled,Not Applicable,Launch,0,No,0
V0002323,2025-04-23,R001,Ahmed Hassan,D0026,Dr. Mostafa Ali,Internal,Shebin El-Kom,B,Completed,Interested,Launch,1,Yes,8
V0002324,2025-04-23,R001,Ahmed Hassan,D0007,Dr. Mahmoud Adel,Internal,Shebin El-Kom,C,Completed,Interested,Educational,0,Yes,14
V0002325,2025-04-23,R002,Mona Samir,D0032,Dr. Mostafa Fathy,Pedia,Menouf,C,Completed,Interested,Educational,0,Yes,23
V0002326,2025-04-23,R002,Mona Samir,D0046,Dr. Mahmoud Emad,internal ,Menouf,B,Cancelled,Not Applicable,Routine,0,No,0
V0002327,2025-04-23,R003,Karim Hany,D0052,Dr. Sara Tarek,Internal,Ashmoun,B,Completed,Not Available,Educational,0,No,10
V0002328,2025-04-23,R003,Karim Hany,D0059,Dr. Rana Ali,Internal,Ashmoun,B,Rescheduled,Not Applicable,Launch,0,No,0
V0002329,2025-04-23,R003,Karim Hany,D0058,Dr. Mahmoud Hassan,Internal,Ashmoun,A,Completed,Not Available,Follow-up,2,No,14
V0002330,2025-04-23,R004,Sara Mostafa,D0082,Dr. Mohamed Fathy,Gyna,Sadat City,C,Completed,Follow-up,Launch,1,Yes,24
V0002331,2025-04-23,R004,Sara Mostafa,D0087,Dr. Rana Wael,Gyna,Sadat City,C,Rescheduled,Not Applicable,Educational,0,No,0
V0002332,2025-04-23,R004,Sara Mostafa,D0076,Dr. Sara Emad,Internal,Sadat City,C,Completed,Interested,Launch,0,Yes,22
V0002333,2025-04-23,R005,Mahmoud Tarek,D0118,Dr. Mariam Wael,Pedia,Tanta,A,Completed,Not Available,Launch,3,No,23
V0002334,2025-04-23,R005,Mahmoud Tarek,D0103,Dr. Mariam Tarek,Gyna,Tanta,A,Completed,Interested,Launch,1,No,9
V0002335,2025-04-23,R005,Mahmoud Tarek,D0109,Dr. Ahmed Wael,Gyna,Tanta,B,Cancelled,Not Applicable,Follow-up,0,No,0
V0002336,2025-04-23,R005,Mahmoud Tarek,D0119,Dr. Mahmoud Saad,Gyna,Tanta,A,Completed,Sample Accepted,Routine,1,Yes,9
V0002337,2025-04-23,R006,Nada Wael,D0130,Dr. Mostafa Adel,Gyna,El Mahalla El Kubra,B,Completed,Follow-up,Educational,0,No,18
V0002338,2025-04-23,R006,Nada Wael,D0152,Dr. Rana Emad,Pedia,El Mahalla El Kubra,A,Completed,Interested,Routine,1,Yes,14
V0002339,2025-04-23,R006,Nada Wael,D0137,Dr. Mahmoud Wael,Internal,El Mahalla El Kubra,C,Completed,Interested,Follow-up,0,Yes,16
V0002340,2025-04-23,R006,Nada Wael,D0148,Dr. Mohamed Wael,Internal,El Mahalla El Kubra,B,Completed,Interested,Routine,1,Yes,11
V0002341,2025-04-23,R009,Hossam Ali,D0223,Dr. Aya Ali,Gyna,Qalyub,C,Completed,Interested,Launch,0,No,15
V0002342,2025-04-23,R009,Hossam Ali,D0240,Dr. Mostafa Samir,Pedia,Qalyub,B,Completed,Sample Accepted,Follow-up,1,Yes,23
V0002343,2025-04-23,R011,Mohamed Saad,D0277,Dr. Rana Samir,Internal,Nasr City,A,Cancelled,Not Applicable,Educational,0,No,0
V0002344,04/23/2025,R011,Mohamed Saad,D0288,Dr. Ahmed Wael,Pedia,Nasr City,B,Completed,Sample Accepted,Routine,0,Yes,21
V0002345,2025-04-23,R011,Mohamed Saad,D0296,Dr. Aya Adel,Pedia,Nasr City,B,Completed,No Interest,Routine,2,No,13
V0002346,2025-04-23,R011,Mohamed Saad,D0285,Dr. Mostafa Samir,Internal,Nasr City,B,Completed,Follow-up,Educational,0,No,15
V0002347,2025-04-23,R012,Nourhan Atef,D0335,Dr. Mina Samir,Pedia,Heliopolis,C,Completed,Follow-up,Launch,0,Yes,19
V0002348,2025-04-23,R012,Nourhan Atef,D0320,Dr. Mariam Saad,Internal,Heliopolis,B,Completed,Interested,Follow-up,0,Yes,17
V0002349,2025-04-23,R012,Nourhan Atef,D0316,Dr. Ahmed Wael,Pedia,Heliopolis,B,Completed,No Interest,Routine,0,No,14
V0002350,2025-04-23,R013,Khaled Ibrahim,D0025,Dr. Aya Adel,Pedia,Shebin El-Kom,A,Completed,Follow-up,Follow-up,0,Yes,27
V0002351,2025-04-23,R013,Khaled Ibrahim,D0006,Dr. Aya Wael,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Educational,2,Yes,18
V0002352,2025-04-23,R013,Khaled  Ibrahim,D0009,Dr. Mostafa Samir,Gyna,Shebin El-Kom,B,Completed,Interested,Educational,0,No,24
V0002353,2025-04-24,R001,Ahmed Hassan,D0027,Dr. Mina Nabil,Gyna,Shebin El-Kom,C,Completed,Sample Accepted,Educational,3,Yes,13
V0002354,2025-04-24,R001,Ahmed Hassan,D0010,Dr. Aya Saad,Internal,Shebin El-Kom,C,Completed,Interested,Follow-up,0,No,20
V0002355,2025-04-24,R001,Ahmed Hassan,D0012,Dr. Aya Emad,Pedia,Shebin El-Kom,B,Completed,Sample Accepted,Educational,1,No,21
V0002356,2025-04-24,R003,Karim Hany,D0072,Dr. Rana Saad,Internal,Ashmoun,B,Completed,Interested,Follow-up,1,Yes,28
V0002357,2025-04-24,R003,Karim Hany,D0053,Dr. Aya Emad,Internal,Ashmoun,C,Completed,No Interest,Routine,1,No,9
V0002358,2025-04-24,R003,Karim Hany,D0052,Dr. Sara Tarek,Internal,Ashmoun,B,Completed,Follow-up,Follow-up,1,Yes,16
V0002359,2025-04-24,R004,Sara Mostafa,D0089,Dr. Aya Saad,Internal,sadat city,B,Completed,Not Available,Follow-up,0,No,5
V0002360,2025-04-24,R004,Sara Mostafa,D0091,Dr. Sara Ali,Gyna,Sadat City,A,Cancelled,Not Applicable,Follow-up,0,No,0
V0002361,2025-04-24,R004,Sara Mostafa,D0097,Dr. Nour Nabil,Gyna,Sadat City,C,Completed,Interested,Follow-up,1,No,14
V0002362,2025-04-24,R005,Mahmoud Tarek,D0113,Dr. Mahmoud Wael,Pedia,Tanta,B,Completed,Sample Accepted,Follow-up,1,Yes,9
V0002363,2025-04-24,R005,Mahmoud Tarek,D0103,Dr. Mariam Tarek,Gyna,Tanta,A,Completed,Not Available,Launch,2,No,14
V0002364,2025-04-24,R005,Mahmoud Tarek,D0127,Dr. Mariam Samir,Gyna,Tanta,A,Completed,Interested,Routine,3,Yes,12
V0002365,2025-04-24,R007,Mostafa Adel,D0167,Dr. Aya Tarek,Pedia,Benha,B,Completed,No Interest,Educational,2,No,22
V0002366,2025-04-24,R007,Mostafa Adel,D0183,Dr. Aya Saad,Internal,Benha,A,Completed,No Interest,Routine,0,No,22
V0002367,2025-04-24,R007,Mostafa Adel,D0160,Dr. Mostafa Saad,Internal,Benha,C,Completed,Sample Accepted,Routine,0,No,18
V0002368,2025-04-24,R009,Hossam Ali,D0238,Dr. Mostafa Saad,Gyna,Qalyub,C,Completed,Follow-up,Follow-up,1,Yes,22
V0002369,2025-04-24,R009,Hossam Ali,D0231,Dr. Sara Tarek,Internal,Qalyub,A,Completed,Not Available,Launch,2,No,13
V0002370,2025-04-24,R010,Rana Ashraf,D0257,Dr. Rana Emad,Internal,Maadi,C,Completed,Follow-up,Routine,1,No,5
V0002371,2025-04-24,R010,Rana Ashraf,D0272,Dr. Mostafa Adel,GYNA,Maadi,B,Completed,Not Available,Educational,0,No,17
V0002372,2025-04-24,R011,Mohamed Saad,D0307,Dr. Mohamed Fathy,Internal,Nasr City,B,Completed,Not Available,Routine,0,No,15
V0002373,2025-04-24,R011,Mohamed Saad,D0291,Dr. Nour Ali,Internal,Nasr City,A,Completed,Interested,Educational,2,Yes,20
V0002374,24/04/2025,R011,Mohamed Saad,D0284,Dr. Mahmoud Adel,Gyna,Nasr City,B,Completed,Follow-up,Follow-up,0,Yes,17
V0002375,2025-04-24,R011,Mohamed Saad,D0297,Dr. Nour Nabil,Pedia,Nasr City ,A,Rescheduled,Not Applicable,Educational,0,No,0
V0002376,2025-04-24,R012,Nourhan Atef,D0327,Dr. Aya Adel,Pedia,Heliopolis,B,Completed,Interested,Routine,0,Yes,11
V0002377,2025-04-24,R012,Nourhan Atef,D0333,Dr. Sara Nabil,Gyna,Heliopolis,A,Completed,Not Available,Educational,0,No,17
V0002378,2025-04-24,R012,Nourhan Atef,D0317,Dr. Sara Wael,Internal,Heliopolis,B,Completed,Sample Accepted,Routine,3,Yes,23
V0002379,2025-04-25,R001,Ahmed Hassan,D0027,Dr. Mina Nabil,Gyna,Shebin El-Kom,C,Completed,Sample Accepted,Educational,0,Yes,23
V0002380,2025-04-25,R001,Ahmed Hassan,D0002,Dr. Rana Ali,Internal,Shebin El-Kom,A,Completed,Interested,Routine,0,Yes,6
V0002381,2025-04-25,R001,Ahmed Hassan,D0015,Dr. Aya Tarek,Pedia,Shebin El-Kom,B,Completed,Follow-up,Routine,1,Yes,18
V0002382,2025-04-25,R001,Ahmed Hassan,D0004,Dr. Rana Emad,Pedia,Shebin El-Kom,C,Rescheduled,Not Applicable,Follow-up,0,No,0
V0002383,2025-04-25,R002,Mona Samir,D0042,Dr. Mostafa Wael,Pedia,Menouf,B,Completed,Interested,Educational,0,No,13
V0002384,2025-04-25,R002,Mona Samir,D0036,Dr. Sara Wael,Internal,Menouf,A,Completed,Sample Accepted,Educational,3,No,22
V0002385,2025-04-25,R002,Mona Samir,D0046,Dr. Mahmoud Emad,Internal,Menouf,B,Completed,No Interest,Launch,0,No,20
V0002386,2025-04-25,R003,Karim Hany,D0057,Dr. Mahmoud Nabil,PEDIA,Ashmoun,C,Completed,Interested,Routine,2,Yes,12
V0002387,2025-04-25,R003,Karim Hany,D0060,Dr. Sara Wael,Pedia,Ashmoun,C,Completed,Interested,Launch,2,No,17
V0002388,2025-04-25,R003,Karim Hany,D0062,Dr. Mina Saad,Internal,Ashmoun,A,Completed,Follow-up,Routine,1,Yes,14
V0002389,2025-04-25,R004,Sara Mostafa,D0096,Dr. Mostafa Hassan,Internal,Sadat City,B,Rescheduled,Not Applicable,Routine,0,No,0
V0002390,2025-04-25,R004,Sara Mostafa,D0095,Dr. Mostafa Wael,Internal,Sadat City,B,Completed,Sample Accepted,Follow-up,0,No,18
V0002391,2025-04-25,R004,Sara Mostafa,D0074,Dr. Sara Hassan,Pedia,Sadat City,A,Completed,No Interest,Routine,2,No,23
V0002392,2025-04-25,R004,Sara Mostafa,D0098,Dr. Mahmoud Ali,Internal,Sadat City,A,Completed,No Interest,Follow-up,1,No,6
V0002393,2025-04-25,R005,Mahmoud Tarek,D0128,Dr. Nour Saad,Internal,Tanta,B,Completed,Sample Accepted,Launch,2,No,18
V0002394,2025-04-25,R005,Mahmoud Tarek,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Completed,Interested,Educational,1,No,13
V0002395,2025-04-25,R006,Nada Wael,D0152,Dr. Rana Emad,Pedia,El Mahalla El Kubra,A,Completed,Sample Accepted,Routine,1,Yes,28
V0002396,2025-04-25,R006,Nada Wael,D0133,Dr. Mostafa Ali,Internal,El Mahalla El Kubra,B,Completed,Sample Accepted,Educational,1,Yes,12
V0002397,2025-04-25,R006,Nada Wael,D0137,Dr. Mahmoud Wael,internal ,El Mahalla El Kubra,C,Completed,Sample Accepted,Educational,1,Yes,12
V0002398,2025-04-25,R007,Mostafa Adel,D0178,Dr. Nour Ali,Gyna,Benha,B,Completed,Sample Accepted,Launch,0,Yes,18
V0002399,2025-04-25,R007,Mostafa Adel,D0161,Dr. Mina Samir,Internal,Benha,B,Completed,Not Available,Follow-up,1,No,10
V0002400,2025-04-25,R007,Mostafa Adel,D0176,Dr. Mohamed Adel,Pedia,Benha,C,Completed,Follow-up,Routine,0,No,15
V0002401,2025-04-25,R008,Yara Emad,D0211,Dr. Mostafa Nabil,Internal,Shubra El Kheima,B,Completed,No Interest,Launch,1,No,29
V0002402,2025-04-25,R008,Yara Emad,D0215,Dr. Mohamed Saad,Internal,Shubra El Kheima,C,Completed,No Interest,Launch,0,No,19
V0002403,2025-04-25,R008,Yara Emad,D0191,Dr. Mina Adel,Gyna,Shubra El Kheima,B,Completed,Follow-up,Educational,1,No,25
V0002404,2025-04-25,R010,Rana Ashraf ,D0267,Dr. Ahmed Ali,Internal,Maadi,C,Completed,Sample Accepted,Routine,1,No,11
V0002405,2025-04-25,R010,Rana Ashraf,D0268,Dr. Mahmoud Hassan,Gyna,Maadi,B,Cancelled,Not Applicable,Follow-up,0,No,0
V0002406,2025-04-25,R011,Mohamed Saad,D0296,Dr. Aya Adel,Pedia,Nasr City,B,Completed,Sample Accepted,Educational,0,Yes,17
V0002407,2025-04-25,R011,Mohamed Saad,D0293,Dr. Aya Samir,Internal,Nasr City,B,Completed,Follow-up,Launch,1,Yes,23
V0002408,2025-04-25,R011,Mohamed Saad,D0284,Dr.  Mahmoud  Adel,Gyna,Nasr City,B,Completed,Sample Accepted,Educational,0,Yes,17
V0002409,2025-04-25,R012,Nourhan Atef,D0317,Dr. Sara Wael,Internal,Heliopolis,B,Completed,No Interest,Routine,1,No,17
V0002410,2025-04-25,R012,Nourhan Atef,D0315,Dr. Mina Hassan,Gyna,Heliopolis,C,Completed,Not Available,Educational,2,No,24
V0002411,2025-04-25,R013,Khaled Ibrahim,D0016,Dr. Aya Hassan,Internal,Shebin El-Kom,C,Rescheduled,Not Applicable,Launch,0,No,0
V0002412,2025-04-25,R013,Khaled Ibrahim,D0014,Dr. Nour Wael,Pedia,Shebin El-Kom,B,Completed,Interested,Follow-up,1,Yes,18
V0002413,2025-04-25,R013,Khaled Ibrahim,D0007,Dr. Mahmoud Adel,Internal,Shebin El-Kom,C,Completed,Interested,Educational,2,No,18
V0002414,2025-04-25,R013,Khaled Ibrahim,D0008,Dr. Mahmoud Nabil,Pedia,Shebin El-Kom,C,Completed,Interested,Educational,0,Yes,19
V0002415,2025-04-28,R001,Ahmed Hassan,D0001,Dr. Rana Nabil,Gyna,Shebin El-Kom,B,Completed,Not Available,Routine,1,No,5
V0002416,2025-04-28,R001,Ahmed Hassan,D0027,Dr. Mina Nabil,Gyna,Shebin El-Kom,C,Completed,Sample Accepted,Follow-up,0,Yes,21
V0002417,2025-04-28,R001,Ahmed Hassan,D0003,Dr. Mina Saad,Pedia,Shebin El-Kom,B,Completed,Sample Accepted,Launch,1,No,20
